course-code,course-title,credits,description,mortarboard,Requisites:
RP & SE 125,HEALTH AND REHABILITATION PROFESSIONS,3,"An exploration of various health and rehabilitation professions within the United States health care system, including educational requirements, professional expectations, and practice sites. Consideration is given to career planning in health and rehabilitation professions with review of current employment opportunities and workforce trends.",False,N/A
RP & SE/LEGAL ST  135,DISABILITY AND THE CRIMINAL JUSTICE SYSTEM,3,"Explores the interaction between the criminal justice system and disability. Explores common experiences of persons with disability such as limited access to community services, poverty, and homelessness and the connection of these experiences to mass incarceration. Explores federal disability rights laws and the implementation of these laws in education, legal, and incarceration settings. Introduction to criminal justice reform to address the experiences of persons with disabilities in this system.",False,None
RP & SE 200,ISSUES IN SPECIAL EDUCATION,3,"Designed for learning about special education, particularly related to careers in this field. Provides information on the history and evolution of special education and special educators' roles.",False,None
RP & SE 210,THE DISABILITY EXPERIENCE,3,"Introduction to the modern disability experience, with an emphasis on disability justice and advocacy. Examines the societal implications and individual experiences of disability, centering the voices of individuals with disabilities themselves, and discusses strategies that can be used to work toward their full participation and inclusion in society.",False,N/A
RP & SE 300,INDIVIDUALS WITH DISABILITIES,3,"Designed to expand the knowledge base of future educators, clinicians, and society members to better understand and serve the diverse needs and interests of individuals with disabilities. Introduces the concept of disability as well as the field of special education. The history, etiology, and characteristics of specific categories of disability are examined, as are educational and other federally mandated programs designed to address the needs of both children and adults with disabilities. Topics germane to the study of disability and the field of special education are explored.",False,None
RP & SE 310,POSITIVE PSYCHOLOGY AND WELL BEING,3,"Introduction to positive psychology, or the science of human strengths, mental health, and well-being. Covers theory and current research on positive psychology including concepts of optimism, flow, gratitude, and purpose in life. Positive psychology concepts are discussed within the context of health promotion, with an emphasis on minimizing the impact of illness and disability. Learn to apply positive psychology concepts in personal and professional contexts to cultivate fulfilling, healthy, and meaningful lives.",False,Sophomore standing
RP & SE 311,INTERNATIONAL PERSPECTIVES ON DISABILITY IN AUSTRALIA,3,"Examine the lived experience of Australians with disabilities, comparing the treatment of and services provided to disabled US Americans and Australians with respect to the standards outlined in the United Nations' Convention on the Rights of Persons with Disabilities (CRPD) and localized policies abroad, and considering the US and Australia's multicultural landscape and shared colonial background. Understand issues surrounding disability access, inclusion, and rights globally to become effective advocates for positive change. Must have sophomore standing and a valid passport.",False,Consent of instructor
RP & SE 316,HEALTH PROMOTION FOR INDIVIDUALS WITH DISABILITY AND CHRONIC ILLNESS,3,"Addresses theories and research related to health psychology, health behavior and quality of life. Focus on understanding models of healthy lifestyle interventions, assessment/intervention strategies for health promotion, factors affecting health behavior, public health initiatives. Attention is given to application of practical tools for promoting health and preventing secondary conditions for individuals with disabilities and chronic illness.",False,"Declared in Rehabilitation Psychology, Health Promotion and Health Equity, or classified as Pre-Rehabilitation Psychology or Pre-Special Education"
RP & SE 320,INTRODUCTION TO TEACHING IN SPECIAL EDUCATION,3,"Provides an overview of teaching in early childhood and K-12 special education and introduces the content of and highlights the underlying themes (e.g., inclusion, collaboration) embedded in teacher preparation courses required for licensing in early childhood special education and K-12 special education.",False,"Declared in Special Education BSE, Elementary Education and Special Education BSE, or Special Education MS"
RP & SE 325,SELF MANAGEMENT OF CHRONIC ILLNESS AND DISABILITY,3,"Provides knowledge and understanding of concepts of self-management of chronic Illness and disability using both theoretical and empirically-based approaches. Includes discussion of collaboration among healthcare providers in helping individuals manage symptoms of their chronic health conditions, condition-specific education about the typical symptoms and advice about the decisions and actions that the individual with the chronic health condition can take when those symptoms occur, and coping skills that can be facilitated to address the emotional reactions and stress related to chronic health conditions.",False,Declared in Health Promotion and Health Equity BS or Rehabilitation Psychology BS
RP & SE 330,BEHAVIOR ANALYSIS: APPLICATIONS TO PERSONS WITH DISABILITIES,3,"Children with exceptional learning and behavior characteristics (contrasting views and practices); a humanistic behavioral approach; development and evaluation of behavior change programs, classification and foundations of exceptional learning and behavior characteristics, and facilitating behavior change in different settings.",False,"RP & SE 300 and declared in Rehabilitation Psychology, Special Education, Disability Rights and Services Certificate, Special Education MS or classified as Pre-Rehabilitation Psychology or Pre-Special Education"
